Prices,calories,protein,carbs,fat,nutrition_score
105.0,780,16,59,36,7.800000000000001
199.0,725,24,85,23,42.0
349.0,486,29,55,32,37.0
70.0,646,23,72,37,23.4
239.0,496,20,73,22,32.6
258.0,632,31,66,24,51.2
179.0,761,28,49,31,34.8
349.0,498,32,63,20,56.6
129.0,597,24,58,27,32.6
380.0,557,34,67,27,54.4
460.0,573,25,44,33,25.8
119.0,678,29,83,27,47.6
219.0,486,32,63,22,54.6
79.0,732,27,41,39,23.200000000000003
139.0,699,28,46,20,45.2
90.0,722,23,78,31,30.6
149.0,560,32,55,32,43.0
110.0,586,33,64,39,39.8
199.0,675,24,82,23,41.400000000000006
450.0,463,24,76,29,34.2
95.0,551,15,55,33,8.0
190.0,608,28,49,38,27.8
199.0,792,21,50,33,19.0
55.0,778,23,83,36,26.6
90.0,506,24,41,25,31.200000000000003
115.0,564,20,58,27,24.6
265.0,702,21,53,38,14.6
529.66,625,15,44,21,17.8
319.0,601,21,79,30,27.8
55.0,521,24,47,30,27.4
189.0,476,28,54,32,34.8
358.0,703,17,46,20,23.200000000000003
398.0,531,22,42,39,13.4
249.0,708,34,87,21,64.4
529.66,626,33,48,25,50.6
529.66,713,17,84,21,29.8
529.66,745,32,44,22,50.8
529.66,566,22,56,30,25.200000000000003
418.0,797,22,85,29,32.0
529.66,789,23,53,24,32.6
418.0,780,16,67,21,24.4
529.66,529,24,46,38,19.200000000000003
418.0,760,31,58,34,39.6
529.66,483,15,42,26,12.4
418.0,711,28,55,39,28.0
529.66,493,20,83,27,29.6
418.0,645,31,47,28,43.4
529.66,669,31,46,26,45.2
529.66,757,28,51,35,31.200000000000003
529.66,522,21,43,21,29.6
529.66,643,29,67,34,37.4
319.0,566,21,75,26,31.0
179.0,794,25,84,36,30.8
199.0,616,20,82,24,32.400000000000006
359.0,583,29,41,21,45.2
389.0,552,25,64,22,40.8
224.0,605,16,57,32,11.4
239.0,533,27,79,36,33.8
259.0,588,19,53,34,14.6
204.0,675,19,83,35,19.6
219.0,627,19,61,23,27.200000000000003
229.0,452,16,84,36,12.8
90.0,502,21,87,20,39.400000000000006
100.0,782,21,46,33,18.200000000000003
90.0,578,30,69,33,40.8
115.0,603,16,49,25,16.8
80.0,616,25,89,26,41.8
129.0,799,27,77,20,49.4
95.0,722,23,62,27,31.4
139.0,688,24,42,26,30.4
154.0,691,15,60,24,18.0
110.0,727,28,82,36,36.400000000000006
169.0,457,19,60,32,18.0
179.0,518,21,65,27,28.0
70.0,602,16,79,35,12.8
95.0,615,31,87,24,55.400000000000006
129.0,477,25,53,30,30.6
124.0,677,19,78,35,18.6
139.0,556,30,47,35,34.4
149.0,741,31,43,35,35.6
199.0,578,15,42,23,15.4
199.0,731,19,51,39,9.2
199.0,733,20,62,34,18.4
199.0,506,19,58,22,27.6
258.0,623,19,66,39,12.2
229.0,455,16,43,22,18.6
278.0,620,16,66,26,19.200000000000003
398.0,684,23,62,33,25.4
140.0,536,26,50,36,26.0
190.0,724,17,77,36,13.4
269.0,657,28,89,23,50.8
238.0,765,33,50,21,55.0
358.0,482,34,65,28,53.0
350.0,799,21,64,34,20.8
380.0,760,23,60,30,28.0
460.0,570,18,83,37,15.6
450.0,774,26,40,22,38.0
358.0,634,20,72,31,23.4
72.81,502,29,64,27,43.8
102.81,731,32,51,34,40.2
172.81,757,19,72,20,32.4
272.81,629,20,53,22,28.6
270.0,533,16,65,36,9.0
270.0,548,28,52,37,29.4
338.0,577,34,72,30,52.4
338.0,689,16,69,37,8.8
456.0,763,24,75,27,36.0
265.0,647,23,66,20,39.2
285.0,623,25,74,29,35.8
314.0,655,17,60,23,23.0
334.0,600,28,60,33,35.0
374.0,750,20,60,28,24.0
394.0,739,23,83,34,28.6
394.0,628,33,85,36,47.0
394.0,479,20,49,37,12.8
529.66,484,33,69,21,58.8
529.66,600,16,82,37,11.400000000000002
529.66,538,17,60,36,10.0
529.66,752,28,70,25,45.0
219.0,641,21,51,23,29.200000000000003
248.0,553,23,84,36,26.8
239.0,452,25,52,28,32.4
268.0,462,22,84,30,30.8
288.0,461,32,49,25,48.8
318.0,712,21,70,33,23.0
348.0,466,20,66,38,15.2
348.0,798,21,64,35,19.8
348.0,508,26,41,31,29.200000000000003
348.0,597,33,88,20,63.6
448.0,789,28,77,31,40.4
268.0,543,30,42,30,38.4
348.0,695,16,65,32,13.0
55.0,793,20,67,29,24.4
55.0,690,21,65,37,18.0
55.0,590,29,52,31,37.4
55.0,623,28,62,37,31.4
55.0,749,15,51,38,2.200000000000001
55.0,570,26,59,22,41.8
79.0,781,23,72,23,37.4
105.0,752,28,51,38,28.200000000000003
119.0,495,16,63,27,17.6
134.0,488,16,88,31,18.6
139.0,702,24,77,28,35.4
139.0,612,31,66,21,54.2
148.0,593,28,64,27,41.8
90.0,762,32,47,20,53.4
89.0,598,15,65,38,5.0
89.0,730,25,54,36,24.8
99.0,675,15,59,30,11.8
89.0,681,20,48,33,16.6
189.0,632,30,74,28,46.8
189.0,600,29,62,32,38.4
189.0,744,28,40,32,32.0
89.0,669,34,54,34,44.8
89.0,457,32,40,36,36.0
109.0,599,20,47,32,17.4
79.0,785,30,81,23,53.2
79.0,543,18,79,34,17.8
149.0,724,32,40,32,40.0
149.0,526,33,72,28,52.4
149.0,747,23,89,24,39.8
149.0,736,19,50,38,10.0
249.0,768,22,59,20,35.8
349.0,511,26,50,32,30.0
349.0,539,23,86,25,38.2
349.0,758,20,76,34,21.200000000000003
529.0,573,30,47,25,44.4
529.0,728,17,48,21,22.6
255.0,410,6,61,17,7.200000000000001
335.0,466,5,58,29,-7.399999999999999
345.0,362,3,61,23,-4.799999999999999
310.0,398,4,52,21,-2.5999999999999996
273.0,377,6,45,21,0.0
330.0,376,7,54,25,-0.1999999999999993
295.0,438,6,56,24,-0.7999999999999989
260.0,440,5,56,27,-5.799999999999999
330.0,380,7,49,29,-5.199999999999999
410.0,472,3,47,25,-9.6
240.0,419,5,67,21,2.4000000000000004
290.0,453,7,54,22,2.8000000000000007
263.0,498,5,44,24,-5.199999999999999
320.0,377,6,42,18,2.4000000000000004
236.0,399,5,54,27,-6.199999999999999
380.0,485,7,49,18,5.800000000000001
240.0,390,5,48,25,-5.399999999999999
415.0,382,3,47,22,-6.6
410.0,474,6,61,28,-3.799999999999999
410.0,403,4,65,26,-5.0
380.0,417,7,53,27,-2.3999999999999986
380.0,384,5,62,17,5.4
362.0,384,7,66,27,0.200000000000001
350.0,455,4,60,28,-8.0
340.0,495,5,49,16,3.8000000000000007
340.0,353,4,63,27,-6.399999999999999
330.0,451,5,51,15,5.200000000000001
330.0,393,7,47,25,-1.5999999999999996
330.0,487,7,56,24,1.200000000000001
326.0,417,7,65,21,6.0
120.0,364,5,57,20,1.4000000000000004
120.0,427,7,62,21,5.4
120.0,418,7,57,20,5.4
120.0,451,3,67,18,1.4000000000000004
120.0,461,4,54,25,-6.199999999999999
120.0,352,5,43,28,-9.4
120.0,428,7,47,29,-5.6
135.0,387,3,68,26,-6.399999999999999
135.0,423,3,62,20,-1.5999999999999996
135.0,362,3,65,18,1.0
135.0,488,7,59,17,8.8
135.0,432,4,66,29,-7.799999999999999
135.0,358,6,57,25,-1.5999999999999996
135.0,442,6,59,16,7.800000000000001
135.0,354,4,41,22,-5.799999999999999
280.0,474,3,62,25,-6.6
280.0,430,5,41,19,-0.7999999999999989
273.0,385,5,53,28,-7.399999999999999
280.0,396,6,49,20,1.8000000000000007
299.0,353,5,68,16,7.600000000000001
310.0,433,4,55,27,-8.0
310.0,380,7,69,27,0.8000000000000007
260.0,418,3,44,15,-0.1999999999999993
280.0,404,7,48,21,2.6000000000000014
260.0,403,4,50,19,-1.0
260.0,407,4,65,27,-6.0
280.0,442,5,64,15,7.800000000000001
320.0,351,5,42,27,-8.6
260.0,496,6,59,16,7.800000000000001
299.0,416,6,47,26,-4.6
326.0,494,3,46,19,-3.799999999999999
310.0,498,3,63,25,-6.399999999999999
320.0,380,7,69,15,12.8
326.0,401,4,66,23,-1.799999999999999
326.0,426,3,53,16,0.6000000000000014
280.0,484,3,44,27,-12.2
326.0,447,3,45,17,-2.0
280.0,381,7,50,15,9.0
326.0,383,6,54,24,-1.1999999999999993
260.0,478,5,58,15,6.600000000000001
280.0,377,3,56,24,-6.799999999999999
273.0,417,7,45,20,3.0
280.0,370,7,59,29,-3.1999999999999993
280.0,433,5,65,26,-3.0
280.0,393,4,57,25,-5.6
270.0,405,5,52,22,-1.5999999999999996
270.0,487,3,65,18,1.0
270.0,483,6,49,19,2.8000000000000007
270.0,491,4,55,16,3.0
310.0,380,6,51,24,-1.799999999999999
330.0,355,6,49,27,-5.199999999999999
350.0,392,4,57,26,-6.6
330.0,471,7,69,25,2.8000000000000007
330.0,447,3,42,25,-10.6
373.0,449,6,69,17,8.8
330.0,404,3,57,26,-8.6
330.0,444,5,46,24,-4.799999999999999
330.0,411,6,53,29,-6.399999999999999
330.0,429,6,66,21,4.200000000000001
330.0,415,6,68,28,-2.3999999999999986
330.0,455,6,63,24,0.6000000000000014
350.0,394,6,46,26,-4.799999999999999
362.0,376,5,49,21,-1.1999999999999993
330.0,438,5,54,24,-3.1999999999999993
340.0,399,6,63,22,2.6000000000000014
350.0,372,7,47,28,-4.6
350.0,437,6,55,16,7.0
330.0,433,7,66,27,0.200000000000001
330.0,353,6,51,23,-0.7999999999999989
350.0,350,7,67,24,3.4000000000000004
330.0,426,5,41,18,0.200000000000001
350.0,461,4,43,15,1.5999999999999996
420.0,411,4,64,17,3.8000000000000007
410.0,373,4,67,17,4.4
415.0,383,6,62,19,5.4
410.0,374,7,58,24,1.6000000000000014
410.0,472,3,61,25,-6.799999999999999
360.0,463,3,48,24,-8.399999999999999
410.0,368,5,67,25,-1.5999999999999996
410.0,470,4,45,28,-11.0
278.0,470,6,61,15,9.2
330.0,484,6,48,15,6.600000000000001
330.0,429,6,51,22,0.200000000000001
410.0,465,5,52,29,-8.6
330.0,467,7,64,21,5.800000000000001
265.0,436,6,55,25,-2.0
226.0,367,3,46,20,-4.799999999999999
320.0,436,6,44,29,-8.2
350.0,440,5,54,28,-7.199999999999999
390.0,444,5,60,20,2.0
320.0,478,6,55,26,-3.0
320.0,359,7,66,20,7.200000000000001
265.0,454,5,56,28,-6.799999999999999
265.0,398,4,58,19,0.6000000000000014
265.0,408,7,46,28,-4.799999999999999
265.0,426,4,40,19,-3.0
265.0,412,5,64,15,7.800000000000001
320.0,482,6,51,29,-6.799999999999999
320.0,434,3,56,20,-2.799999999999999
336.0,461,5,57,25,-3.5999999999999996
326.0,350,5,61,28,-5.799999999999999
280.0,467,4,57,28,-8.6
320.0,445,3,52,15,1.4000000000000004
215.0,407,5,46,16,3.200000000000001
278.0,414,5,51,22,-1.799999999999999
310.0,429,3,51,26,-9.8
278.0,406,7,51,27,-2.799999999999999
340.0,467,4,41,29,-12.8
215.0,398,7,51,25,-0.7999999999999989
257.0,392,6,48,23,-1.3999999999999986
278.0,448,7,43,22,0.5999999999999996
352.0,408,7,67,24,3.4000000000000004
340.0,426,4,64,25,-4.199999999999999
352.0,400,7,42,17,5.4
345.0,402,4,44,26,-9.2
345.0,447,4,67,17,4.4
345.0,409,6,56,15,8.200000000000001
355.0,432,6,56,29,-5.799999999999999
352.0,372,6,50,28,-6.0
345.0,466,4,43,21,-4.4
352.0,489,3,64,25,-6.199999999999999
352.0,352,3,41,21,-6.799999999999999
345.0,391,3,67,23,-3.5999999999999996
350.0,463,3,44,18,-3.1999999999999993
330.0,402,6,56,27,-3.799999999999999
431.0,428,5,51,24,-3.799999999999999
415.0,498,4,46,22,-4.799999999999999
431.0,428,3,41,20,-5.799999999999999
431.0,417,6,43,16,4.6
410.0,454,7,45,25,-2.0
390.0,353,7,55,15,10.0
431.0,460,4,51,22,-3.799999999999999
431.0,354,7,54,24,0.8000000000000007
457.0,481,4,45,24,-7.0
395.0,402,5,54,17,3.8000000000000007
431.0,476,4,69,16,5.800000000000001
395.0,475,3,64,16,2.8000000000000007
431.0,377,4,46,26,-8.799999999999999
380.0,444,5,52,29,-8.6
410.0,391,6,69,16,9.8
410.0,484,4,55,28,-9.0
452.0,419,5,49,28,-8.2
457.0,354,6,56,24,-0.7999999999999989
290.0,434,3,63,21,-2.3999999999999986
310.0,413,6,56,24,-0.7999999999999989
290.0,377,7,69,28,-0.1999999999999993
240.0,475,7,50,20,4.0
290.0,485,6,68,15,10.6
289.0,384,3,54,21,-4.199999999999999
310.0,463,4,59,29,-9.2
352.0,452,4,52,16,2.4000000000000004
335.0,394,3,66,15,4.200000000000001
273.0,486,7,51,29,-4.799999999999999
240.0,429,4,68,24,-2.3999999999999986
273.0,455,7,55,24,1.0
273.0,377,3,55,21,-4.0
273.0,364,7,67,15,12.4
290.0,431,7,48,21,2.6000000000000014
310.0,386,3,50,19,-3.0
310.0,420,6,52,19,3.4000000000000004
310.0,424,7,53,27,-2.3999999999999986
310.0,490,3,52,23,-6.6
280.0,426,5,54,22,-1.1999999999999993
252.0,416,4,50,22,-4.0
273.0,466,6,62,19,5.4
299.0,412,4,65,15,6.0
278.0,467,7,57,19,6.4
250.0,443,5,46,25,-5.799999999999999
250.0,391,6,59,23,0.8000000000000007
250.0,437,3,41,29,-14.8
250.0,388,3,56,20,-2.799999999999999
273.0,404,6,46,27,-5.799999999999999
240.0,446,3,67,24,-4.6
236.0,354,5,50,26,-6.0
360.0,383,4,42,23,-6.6
310.0,388,5,63,19,3.6000000000000014
255.0,399,3,54,24,-7.199999999999999
230.0,459,6,66,24,1.200000000000001
263.0,437,3,46,23,-7.799999999999999
295.0,372,7,55,20,5.0
380.0,415,6,42,19,1.4000000000000004
380.0,398,6,66,24,1.200000000000001
380.0,414,4,49,21,-3.1999999999999993
395.0,443,6,51,16,6.200000000000001
345.0,405,3,41,27,-12.8
460.0,425,3,52,23,-6.6
380.0,399,7,54,22,2.8000000000000007
335.0,478,4,62,26,-5.6
150.0,350,4,48,28,-10.4
150.0,399,3,69,24,-4.199999999999999
130.0,477,4,56,24,-4.799999999999999
130.0,462,3,60,15,3.0
130.0,455,7,40,28,-6.0
130.0,423,4,66,24,-2.799999999999999
150.0,412,3,51,22,-5.799999999999999
130.0,383,6,40,23,-3.0
150.0,395,6,65,16,9.0
150.0,402,7,53,29,-4.399999999999999
169.0,659,21,70,35,21.0
329.0,679,33,74,31,49.8
499.0,501,24,47,21,36.4
279.0,775,26,52,34,28.4
239.0,608,34,87,26,59.400000000000006
529.66,533,20,52,27,23.4
399.0,618,28,48,35,30.6
179.0,660,33,70,27,53.0
499.0,745,15,83,34,12.6
499.0,662,18,74,32,18.8
119.0,476,19,55,23,26.0
399.0,601,22,83,33,27.6
529.66,715,21,72,32,24.4
330.0,603,26,58,33,30.6
329.0,554,33,46,29,46.2
499.0,797,23,52,22,34.4
480.0,665,22,58,32,23.6
449.0,653,16,42,39,1.4000000000000004
430.0,607,20,74,29,25.8
399.0,677,20,68,25,28.6
359.0,557,22,60,20,36.0
179.0,578,18,66,34,15.2
349.0,512,18,79,26,25.8
299.0,768,21,83,20,38.6
239.0,798,28,82,33,39.400000000000006
95.0,577,19,55,34,15.0
92.37,515,28,54,36,30.8
179.0,529,31,41,23,47.2
149.0,556,32,48,26,47.6
129.0,755,31,76,31,46.2
529.66,711,24,41,24,32.2
529.66,627,22,51,23,31.200000000000003
529.66,529,22,58,31,24.6
529.66,579,32,80,23,57.0
529.66,519,21,75,31,26.0
529.66,466,18,46,30,15.2
529.66,642,16,67,22,23.4
529.66,479,17,41,37,5.200000000000001
529.66,647,23,46,36,19.200000000000003
529.66,504,29,65,35,36.0
529.66,612,29,44,22,44.8
529.66,678,30,79,35,40.8
529.66,569,33,62,28,50.4
529.66,740,15,67,35,8.4
529.66,492,16,55,37,6.0
529.66,472,32,48,33,40.6
529.66,719,31,77,37,40.4
529.66,597,33,63,21,57.6
529.66,758,32,63,24,52.6
330.0,757,32,73,30,48.6
430.0,585,26,70,34,32.0
399.0,715,24,44,32,24.8
399.0,666,16,55,21,22.0
480.0,597,23,69,24,35.8
499.0,577,30,82,39,37.400000000000006
399.0,782,18,64,37,11.8
499.0,510,15,53,25,15.6
499.0,462,29,83,28,46.6
529.66,585,22,54,32,22.8
529.66,729,20,57,32,19.4
529.66,621,31,45,27,44.0
529.66,686,34,45,36,41.0
529.66,666,32,53,24,50.6
529.66,684,22,63,21,35.6
349.0,755,29,58,32,37.6
359.0,767,27,75,34,35.0
329.0,560,21,41,38,12.2
299.0,667,23,68,21,38.6
279.0,511,25,63,39,23.6
359.0,790,16,52,36,6.4
329.0,583,21,50,39,13.0
359.0,745,23,45,20,35.0
299.0,508,18,88,34,19.6
359.0,597,31,73,22,54.6
299.0,521,18,73,30,20.6
299.0,619,20,83,37,19.6
359.0,674,28,63,33,35.6
359.0,512,32,63,32,44.6
329.0,776,31,42,39,31.4
329.0,644,32,43,35,37.6
169.0,612,20,84,32,24.8
279.0,476,25,87,36,31.4
239.0,517,31,56,39,34.2
299.0,538,19,47,33,14.4
329.0,729,17,44,32,10.8
329.0,722,31,62,20,54.4
219.0,498,34,58,27,52.6
269.0,749,24,65,35,26.0
249.0,781,17,69,22,25.8
239.0,474,30,65,37,36.0
329.0,726,34,80,38,46.0
349.0,661,31,80,35,43.0
349.0,770,32,60,27,49.0
349.0,554,32,85,38,43.0
299.0,505,17,71,36,12.2
449.0,682,32,51,23,51.2
519.0,479,17,86,34,17.2
529.66,676,23,47,20,35.4
529.66,775,15,86,26,21.2
449.0,592,29,69,35,36.8
529.66,537,18,55,27,20.0
529.66,786,23,60,21,37.0
529.66,669,24,74,37,25.8
529.66,566,19,58,23,26.6
449.0,503,18,81,28,24.2
449.0,522,23,68,25,34.6
529.66,544,32,57,34,41.4
529.66,544,32,59,31,44.8
529.66,454,15,71,31,13.2
449.0,458,26,66,33,32.2
509.0,755,31,79,34,43.8
449.0,556,20,58,30,21.6
269.0,621,34,46,30,47.2
389.0,581,21,80,36,22.0
349.0,537,28,48,26,39.6
399.0,494,17,63,20,26.6
399.0,777,23,78,27,34.6
419.0,783,27,75,32,37.0
419.0,670,25,67,21,42.4
349.0,605,18,87,24,29.4
349.0,514,16,84,26,22.8
349.0,511,25,66,24,39.2
399.0,496,17,72,24,24.4
399.0,478,19,82,25,29.4
269.0,665,25,85,30,37.0
389.0,559,27,69,24,43.8
419.0,514,33,78,25,56.6
319.0,570,29,76,35,38.2
349.0,709,32,46,27,46.2
529.66,664,27,48,39,24.6
429.0,451,31,47,33,38.4
529.66,509,24,77,27,36.4
529.66,716,17,83,38,12.6
499.0,607,16,78,20,27.6
430.0,650,26,86,23,46.2
430.0,481,29,68,36,35.6
330.0,530,16,86,37,12.2
430.0,504,28,89,36,37.8
499.0,595,18,46,23,22.200000000000003
499.0,775,20,87,31,26.4
529.66,797,15,44,33,5.800000000000001
529.66,698,16,79,26,21.8
529.66,452,29,85,22,53.0
529.66,762,33,88,22,61.6
529.66,614,33,64,35,43.8
55.0,717,26,81,26,42.2
55.0,714,16,78,31,16.6
55.0,548,27,43,31,31.6
120.0,498,24,74,25,37.8
119.0,792,33,58,32,45.6
95.0,469,17,75,36,13.0
149.0,717,29,82,38,36.400000000000006
149.0,796,30,55,27,44.0
129.0,483,21,77,21,36.4
95.0,792,26,46,36,25.200000000000003
179.0,790,31,75,33,44.0
179.0,688,22,78,24,35.6
149.0,558,18,66,29,20.200000000000003
349.0,462,29,67,25,46.4
299.0,611,30,87,36,41.400000000000006
299.0,559,28,53,31,35.6
349.0,793,19,79,36,17.8
299.0,768,33,40,33,41.0
349.0,717,22,84,24,36.8
349.0,726,24,63,30,30.6
349.0,463,18,51,36,10.2
349.0,777,29,79,37,36.8
349.0,661,15,46,31,8.200000000000001
399.0,560,16,72,20,26.4
399.0,797,17,59,20,25.8
349.0,778,23,48,20,35.6
399.0,579,30,74,39,35.8
299.0,517,18,76,36,15.2
57.0,780,32,80,22,58.0
59.0,597,25,70,25,39.0
145.0,620,25,52,33,27.4
179.0,717,17,57,35,10.4
145.0,624,28,64,24,44.8
92.37,745,24,40,24,32.0
119.0,551,15,45,26,13.0
109.0,477,19,83,26,28.6
59.0,689,26,66,31,34.2
99.0,547,18,76,21,30.200000000000003
99.0,602,27,55,23,42.0
529.66,546,18,56,34,13.2
529.66,657,26,86,30,39.2
529.66,709,25,49,37,22.8
99.0,642,32,46,33,40.2
99.0,584,22,72,30,28.4
210.0,494,3,67,19,0.4000000000000003
280.0,357,3,56,28,-10.8
190.0,499,7,49,28,-4.199999999999999
240.0,380,5,50,27,-7.0
230.0,455,4,58,29,-9.4
230.0,371,3,61,24,-5.799999999999999
270.0,372,4,61,16,4.200000000000001
260.0,375,3,68,20,-0.3999999999999986
240.0,445,5,56,28,-6.799999999999999
220.0,497,5,46,22,-2.799999999999999
190.0,496,5,67,24,-0.5999999999999996
85.0,490,4,53,25,-6.399999999999999
270.0,393,4,40,15,1.0
260.0,379,5,61,17,5.200000000000001
200.0,478,6,53,26,-3.3999999999999986
170.0,388,5,52,23,-2.5999999999999996
145.0,385,3,44,25,-10.2
130.0,425,7,68,16,11.6
110.0,375,7,54,18,6.800000000000001
95.0,433,6,40,17,3.0
220.0,441,4,41,24,-7.799999999999999
200.0,360,4,68,22,-0.3999999999999986
220.0,379,4,46,17,0.200000000000001
200.0,426,5,45,29,-10.0
180.0,409,4,48,16,1.6000000000000014
200.0,443,7,68,15,12.6
210.0,356,4,58,15,4.600000000000001
220.0,449,3,62,25,-6.6
230.0,364,4,52,22,-3.5999999999999996
220.0,401,4,63,27,-6.399999999999999
220.0,484,7,52,27,-2.5999999999999996
220.0,463,4,43,23,-6.4
220.0,470,7,59,18,7.800000000000001
230.0,456,7,58,16,9.6
240.0,398,7,48,15,8.600000000000001
260.0,446,4,63,29,-8.399999999999999
260.0,410,5,43,27,-8.4
240.0,493,3,64,20,-1.1999999999999993
250.0,357,5,49,24,-4.199999999999999
250.0,442,3,45,16,-1.0
260.0,473,6,45,23,-2.0
260.0,457,4,47,21,-3.5999999999999996
270.0,373,5,59,24,-2.1999999999999993
280.0,475,5,65,20,3.0
270.0,422,4,63,29,-8.399999999999999
280.0,392,6,65,21,4.0
280.0,454,7,49,21,2.8000000000000007
260.0,362,3,62,22,-3.5999999999999996
260.0,392,5,64,25,-2.1999999999999993
240.0,374,3,46,24,-8.799999999999999
240.0,355,5,49,18,1.8000000000000007
270.0,371,7,63,20,6.600000000000001
270.0,379,4,45,29,-12.0
280.0,470,3,65,27,-8.0
300.0,440,4,50,29,-11.0
170.0,416,3,47,15,0.4000000000000003
190.0,417,3,55,28,-11.0
190.0,416,7,54,28,-3.1999999999999993
200.0,352,4,40,20,-4.0
220.0,361,6,60,24,0.0
180.0,371,3,68,23,-3.3999999999999986
180.0,446,6,69,15,10.8
170.0,391,3,45,15,0.0
200.0,428,6,64,26,-1.1999999999999993
210.0,392,5,42,23,-4.6
210.0,374,6,56,17,6.200000000000001
230.0,384,3,47,25,-9.6
200.0,459,3,43,24,-9.4
220.0,446,3,46,26,-10.8
220.0,386,7,58,27,-1.3999999999999986
85.0,413,4,68,29,-7.399999999999999
95.0,363,3,51,18,-1.799999999999999
95.0,480,7,63,15,11.6
95.0,478,6,59,20,3.8000000000000007
95.0,452,4,50,19,-1.0
120.0,368,3,54,16,0.8000000000000007
120.0,425,6,48,16,5.600000000000001
150.0,453,7,53,28,-3.3999999999999986
95.0,466,4,41,16,0.200000000000001
110.0,365,6,55,19,4.0
90.0,498,3,43,24,-9.4
110.0,457,6,43,21,-0.4000000000000003
170.0,371,6,63,23,1.6000000000000014
180.0,412,3,43,25,-10.4
210.0,471,6,46,16,5.200000000000001
200.0,419,7,58,20,5.600000000000001
230.0,381,6,56,27,-3.799999999999999
250.0,374,7,41,26,-3.799999999999999
120.0,466,3,66,15,4.200000000000001
125.0,499,5,44,19,-0.1999999999999993
160.0,419,3,63,18,0.6000000000000014
120.0,410,7,51,26,-1.799999999999999
125.0,379,7,49,25,-1.1999999999999993
120.0,354,3,66,27,-7.799999999999999
130.0,435,7,60,15,11.0
140.0,397,7,63,29,-2.3999999999999986
145.0,472,7,48,15,8.600000000000001
150.0,357,6,67,25,0.4000000000000003
150.0,490,4,64,20,0.8000000000000007
150.0,401,3,69,19,0.8000000000000007
140.0,499,5,47,28,-8.6
110.0,472,3,57,18,-0.5999999999999996
140.0,486,3,54,16,0.8000000000000007
130.0,483,6,52,17,5.4
130.0,352,6,63,19,5.600000000000001
160.0,483,6,43,20,0.5999999999999996
130.0,399,7,55,26,-1.0
140.0,377,4,47,21,-3.5999999999999996
145.0,374,3,67,20,-0.5999999999999996
145.0,449,6,44,28,-7.199999999999999
150.0,398,4,48,18,-0.3999999999999986
140.0,406,7,48,27,-3.3999999999999986
140.0,385,5,68,18,5.600000000000001
140.0,451,6,52,20,2.4000000000000004
140.0,444,7,53,22,2.6000000000000014
130.0,426,4,50,23,-5.0
130.0,374,3,67,21,-1.5999999999999996
185.0,414,5,68,21,2.6000000000000014
200.0,398,7,63,27,-0.3999999999999986
200.0,402,6,45,27,-6.0
190.0,366,5,50,15,5.0
185.0,401,4,66,23,-1.799999999999999
190.0,381,5,41,17,1.200000000000001
165.0,402,3,51,15,1.200000000000001
190.0,412,3,65,21,-2.0
180.0,470,4,48,16,1.6000000000000014
190.0,402,4,69,20,1.8000000000000007
190.0,489,3,48,23,-7.399999999999999
195.0,484,5,41,21,-2.799999999999999
190.0,379,4,59,28,-8.2
190.0,414,3,61,28,-9.8
180.0,443,3,58,25,-7.399999999999999
180.0,492,7,56,17,8.200000000000001
180.0,461,3,66,29,-9.8
170.0,399,5,52,17,3.4000000000000004
180.0,386,3,68,26,-6.399999999999999
180.0,394,4,60,24,-4.0
170.0,489,7,69,17,10.8
180.0,459,3,57,22,-4.6
180.0,374,5,52,22,-1.5999999999999996
160.0,478,5,46,19,0.200000000000001
170.0,484,5,46,18,1.200000000000001
180.0,480,5,49,28,-8.2
130.0,453,6,47,23,-1.5999999999999996
180.0,475,3,44,29,-14.2
150.0,419,3,50,25,-9.0
150.0,385,3,42,28,-13.6
180.0,377,3,49,16,-0.1999999999999993
190.0,379,6,43,21,-0.4000000000000003
130.0,434,4,48,20,-2.3999999999999986
150.0,363,4,54,29,-10.2
150.0,380,3,54,18,-1.1999999999999993
140.0,456,6,42,25,-4.6
150.0,431,7,56,20,5.200000000000001
140.0,453,7,54,25,-0.1999999999999993
150.0,467,3,55,16,1.0
140.0,397,5,69,21,2.8000000000000007
150.0,413,5,63,15,7.600000000000001
160.0,405,6,60,16,8.0
160.0,420,7,44,21,1.8000000000000007
160.0,356,4,53,19,-0.3999999999999986
160.0,401,5,58,17,4.600000000000001
120.0,370,3,62,16,2.4000000000000004
140.0,351,3,63,20,-1.3999999999999986
140.0,453,4,48,22,-4.399999999999999
130.0,449,5,66,22,1.200000000000001
140.0,463,3,55,23,-6.0
130.0,459,6,42,24,-3.5999999999999996
140.0,357,6,69,29,-3.1999999999999993
160.0,373,4,61,19,1.200000000000001
160.0,418,6,62,25,-0.5999999999999996
130.0,426,3,48,23,-7.399999999999999
130.0,351,7,67,19,8.4
160.0,395,3,65,22,-3.0
160.0,363,4,56,26,-6.799999999999999
170.0,452,4,53,18,0.6000000000000014
140.0,394,7,53,28,-3.3999999999999986
140.0,357,5,69,15,8.8
300.0,451,25,49,14,45.8
350.0,675,25,45,13,46.0
440.0,606,22,61,10,46.2
300.0,376,23,49,12,43.8
500.0,470,17,33,18,22.6
450.0,427,26,42,21,39.4
300.0,605,16,45,10,31.0
350.0,613,26,65,13,52.0
500.0,560,22,52,17,37.4
529.66,459,22,41,23,29.200000000000003
529.66,663,29,40,14,52.0
450.0,356,15,58,21,20.6
